HVO ID,Uniprot ID,Description,Protein q-value,Peptides,PSMs,Sequence Coverage,Dataset,Total Datasets,Predicted Processing,Molecular Weight,pI,Hydrophobicity,arCOG,arCOGlet
HVO_1500,D4GYE6,(pfkB) 1-phosphofructokinase,0.0,1,2,5.901639344262295,PXD010824,9,Cyt,31983,4.29,-0.01,arCOG00015,G
HVO_1501,D4GYE7,(glpR) DeoR family transcription regulator GlpR,0.0,6,16,27.058823529411764,PXD010824,10,Cyt,27960,4.83,-0.36,arCOG03924,K
HVO_1506,D4GYF2,(ilvC) ketol-acid reductoisomerase,0.0,1,3,2.0114942528735633,PXD010824,11,Cyt,37850,4.22,-0.43,arCOG04465,E
HVO_1508,D4GYF4,(ilvB1) acetolactate synthase large subunit,0.0,2,4,4.258943781942079,PXD010824,10,Cyt,62322,4.17,-0.2,arCOG01998,E
HVO_1513,D4GYF9,beta-lactamase domain protein,0.0,6,26,39.473684210526315,PXD010824,10,Cyt,25075,4.86,-0.23,arCOG04567,R
HVO_1514,D4GYG0,conserved hypothetical protein,0.0,1,2,10.674157303370787,PXD010824,4,Cyt,19339,4.32,-0.47,arCOG01140,O
HVO_1515,D4GYG1,CopG domain protein,0.0,1,2,34.285714285714285,PXD010824,3,Cyt,7847,4.25,-0.22,arCOG02836,V
HVO_1517,D4GYG3,(aglJ) dolichyl-phosphate glucosyltransferase AglJ,0.0,3,9,20.462046204620464,PXD010824,11,>=2 TM,33249,4.72,-0.03,arCOG00894,M
HVO_1522,D4GYG5,(aglP) hexuronic acid methyltransferase AglP,0.0,10,42,55.23012552301255,PXD010824,11,Cyt,26246,4.95,-0.23,arCOG01402,Q
HVO_1523,D4GYG6,(aglQ) N-glycosylation pathway protein AglQ,0.0,2,4,10.78167115902965,PXD010824,10,Cyt,42107,5.71,-0.56,arCOG09256,M
HVO_1527,D4GYH1,(aglF) UTP--glucose-1-phosphate uridylyltransferase AglF,0.0,6,24,36.21399176954733,PXD010824,12,Cyt,27518,4.62,-0.4,arCOG00664,M
HVO_1528,D4GYH2,(aglI) glycosyltransferase AglI,0.0,1,2,4.067796610169491,PXD010824,8,Cyt,32825,4.54,-0.35,arCOG01385,M
HVO_1529,D4GYH3,(aglG) glucuronosyltransferase AglG,0.0,8,42,28.75399361022364,PXD010824,11,TM C-term,35779,4.46,-0.33,arCOG01387,M
HVO_1530,D4GYH4,(aglB) dolichyl-monophosphooligosaccharide--protein glycotransferase AglB,0.0,21,116,25.71157495256167,PXD010824,12,>=2 TM,113604,4.43,0.11,arCOG02043,M
HVO_1531,D4GYH5,(aglM) UDP-glucose 6-dehydrogenase AglM,0.0,13,64,38.13953488372093,PXD010824,11,Cyt,45938,4.31,-0.03,arCOG00253,M
HVO_1532,D4GYH6,DUF368 family protein,0.0005899705014749262,1,4,2.7950310559006213,PXD010824,8,>=2 TM,32766,6.07,0.98,arCOG04565,S
HVO_1534,D4GYH8,probable S-adenosylmethionine-dependent methyltransferase,0.0,1,3,12.5,PXD010824,9,Cyt,19957,4.53,-0.18,arCOG02702,Q
HVO_1536,D4GYI0,phosphoglycolate phosphatase,0.0,4,13,27.876106194690266,PXD010824,11,Cyt,24122,4.06,-0.05,arCOG01213,R
HVO_1537,D4GYI1,(orc15) Orc1-type DNA replication protein,0.0,1,3,2.0,PXD010824,9,Cyt,42408,5.21,-0.23,arCOG00468,L
HVO_1538,D4GYI2,(glpA1) glycerol-3-phosphate dehydrogenase subunit A,0.0,1,2,1.7064846416382253,PXD010824,11,Cyt,63447,4.57,-0.41,arCOG00753;arCOG05746,C
HVO_1539,D4GYI3,(glpB1) glycerol-3-phosphate dehydrogenase subunit B,0.0,4,10,16.587677725118482,PXD010824,11,TM N-term,43616,4.5,-0.13,arCOG04585,E
HVO_1540,D4GYI4,(glpC1) glycerol-3-phosphate dehydrogenase subunit C,0.0,5,12,16.28440366972477,PXD010824,11,Cyt,48591,4.48,-0.52,arCOG00336;arCOG00964,C
HVO_1541,D4GYI5,(glpK) glycerol kinase,0.0,22,178,61.568627450980394,PXD010824,12,Cyt,56702,4.37,-0.49,arCOG00024,C
HVO_1542,D4GYI6,conserved hypothetical protein,0.0,2,25,11.016949152542374,PXD010824,10,>=2 TM,36122,5.26,0.82,arCOG04584,S
HVO_1543,D4GYI7,(ptsH2) phosphocarrier protein HPr,0.0,1,6,29.67032967032967,PXD010824,5,Cyt,9438,4.03,-0.07,arCOG04543,G
HVO_1544,D4GYI8,(dhaM) probable phosphoenolpyruvate-protein phosphoryltransferase,0.0,5,17,44.53125,PXD010824,11,Cyt,13026,4.16,0.02,arCOG08943,G
HVO_1545,D4GYI9,(dhaL) phosphoenolpyruvate--dihydroxyacetone phosphotransferase subunit DhaL,0.0,8,42,41.810344827586206,PXD010824,11,Cyt,24822,4.39,-0.33,arCOG08942,G
HVO_1546,D4GYJ0,(dhaK) phosphoenolpyruvate--dihydroxyacetone phosphotransferase subunit DhaK,0.0,16,192,52.10843373493976,PXD010824,12,Cyt,34825,4.1,-0.09,arCOG08941,G
HVO_1547,D4GYJ1,(ileS) isoleucine--tRNA ligase,0.0,19,92,32.02301054650048,PXD010824,12,Cyt,117920,4.16,-0.5,arCOG00807,J
HVO_1548,D4GYJ2,conserved hypothetical protein,0.0,3,10,25.742574257425744,PXD010824,11,Tat; lipobox,22237,4.66,-0.53,arCOG13604,S
HVO_1550,D4GYJ4,thioesterase domain protein,0.0,7,26,48.125,PXD010824,11,Cyt,17631,4.48,-0.25,arCOG00773,I
HVO_1552,D4GYJ6,ArsR family transcription regulator,0.0,5,22,44.1747572815534,PXD010824,8,>=2 TM,20847,4.46,0.36,arCOG01686,K
HVO_1553,D4GYY2,glycerate 2-kinase,0.0,2,5,5.656108597285068,PXD010824,9,Cyt,45245,4.31,-0.02,arCOG04170,G
HVO_1554,D4GYY3,(traB) TraB family protein,0.0,2,6,3.7433155080213902,PXD010824,11,>=2 TM,58956,4.44,0.51,arCOG02142,S
HVO_1557,D4GYY6,(purM) phosphoribosylformylglycinamidine cyclo-ligase,0.0,4,12,18.209876543209877,PXD010824,9,Cyt,33561,3.79,-0.04,arCOG00639,F
HVO_1559,D4GYY8,HTH/CBS domain protein,0.0,3,9,18.435754189944134,PXD010824,7,Cyt,19549,4.35,-0.22,arCOG00608,K
HVO_1560,D4GYY9,UPF0212 family protein,0.0,1,3,8.403361344537815,PXD010824,12,Cyt,12859,4.23,-0.06,arCOG02119,S
HVO_1562,D4GYZ1,(psmB) proteasome beta subunit,0.0,8,116,44.03292181069959,PXD010824,12,Cyt,25978,4.58,-0.3,arCOG00970,O
HVO_1563,D4GYZ2,conserved hypothetical protein,0.0,6,23,66.4,PXD010824,9,TM C-term,13816,11.23,0.04,arCOG11205,S
HVO_1565,D4GYZ4,(ligA) DNA ligase (ATP),0.0,6,18,12.136752136752136,PXD010824,10,Cyt,62700,4.28,-0.24,arCOG01347,L
HVO_1567,D4GYZ6,metal-dependent hydrolase domain protein,0.0,2,4,12.76595744680851,PXD010824,9,Cyt,25726,4.11,-0.07,arCOG00497,R
HVO_1568,D4GYZ7,alpha/beta hydrolase fold protein,0.0,8,61,46.57039711191336,PXD010824,11,Cyt,29436,4.74,-0.05,arCOG01648,R
HVO_1570,D4GYZ9,(top6A) DNA topoisomerase 6 subunit A,0.0,12,59,57.377049180327866,PXD010824,12,Cyt,41803,4.47,-0.65,arCOG04143,L
HVO_1571,D4GZ00,(top6B) DNA topoisomerase 6 subunit B,0.0,31,167,51.50375939849624,PXD010824,12,Cyt,87385,4.6,-0.47,arCOG01165,L
HVO_1572,D4GZ01,(gyrB) DNA gyrase subunit B,0.0,23,102,48.5133020344288,PXD010824,12,Cyt,71169,4.71,-0.5,arCOG04371,L
HVO_1573,D4GZ02,(gyrA) DNA gyrase subunit A,0.0,25,102,41.76334106728538,PXD010824,12,Cyt,94795,4.42,-0.47,arCOG04367,L
HVO_1574,D4GZ03,NUDIX family hydrolase,0.0,2,4,9.615384615384615,PXD010824,11,Cyt,17597,4.79,-0.66,arCOG01075,F
HVO_1575,D4GZ04,(rocF) arginase,0.0,7,33,34.78260869565217,PXD010824,11,Cyt,30998,4.41,-0.11,arCOG01700,E
HVO_1576,D4GZ05,GalE family epimerase/dehydratase,0.0,3,8,10.784313725490197,PXD010824,11,Cyt,33922,4.42,-0.49,arCOG01369,M
HVO_1577,D4GZ06,DUF293 domain protein,0.0,14,120,72.88135593220339,PXD010824,12,Cyt,19366,4.54,-0.43,arCOG00610,K
HVO_1578,D4GZ07,(ndh1) probable NADH dehydrogenase,0.0,11,59,48.36272040302267,PXD010824,12,Cyt,42790,4.23,-0.23,arCOG01067,C
HVO_1579,D4GZ08,(udp1) uridine phosphorylase,0.0,6,18,34.9264705882353,PXD010824,10,Cyt,29002,4.58,-0.25,arCOG01324,F
HVO_1584,D4GZ13,GNAT family acetyltransferase,0.0,1,5,5.699481865284974,PXD010824,8,Cyt,21720,4.51,-0.69,arCOG00840,E
HVO_1585,D4GZ14,(acs5) acyl-CoA synthetase,0.0,19,78,38.02395209580838,PXD010824,12,Cyt,74112,4.33,-0.42,arCOG01529,I
HVO_1589,Q1XBW1,(dnaJ) molecular chaperone DnaJ,0.0,5,18,16.363636363636363,PXD010824,11,Cyt,41876,4.84,-0.97,arCOG02846;arCOG06880,O
HVO_1590,Q1XBW2,(dnaK) Hsp70-type molecular chaperone DnaK,0.0,21,319,46.08,PXD010824,12,Cyt,67210,4.04,-0.54,arCOG03060,O
HVO_1591,D4GZ20,alpha/beta hydrolase fold protein,0.0,6,21,36.36363636363637,PXD010824,10,Cyt,28749,5.38,-0.2,arCOG06300,R
HVO_1592,Q1XBW3,(grpE) DnaJ/DnaK ATPase stimulator GrpE,0.0,7,25,39.82683982683983,PXD010824,12,Cyt,25025,4.1,-0.81,arCOG04772,O
HVO_1593,D4GZ22,PAC2 family protein,0.0,5,37,41.53225806451613,PXD010824,12,Cyt,26612,4.35,-0.02,arCOG00347,R
HVO_1594,D4GZ23,(cna) tRNA/rRNA cytosine-C5-methylase,0.0,1,6,4.472843450479234,PXD010824,9,Cyt,34575,4.57,-0.45,arCOG00973,J
HVO_1595,D4GZ24,conserved hypothetical protein,0.0,1,5,8.98876404494382,PXD010824,9,Cyt,20204,4.67,-0.71,arCOG02286,J
HVO_1596,D4GZ25,DUF790 family protein,0.0,1,2,2.0,PXD010824,7,Cyt,53924,4.46,-0.13,arCOG04356,L
HVO_1597,D4GZ26,conserved hypothetical protein,0.0,3,7,23.846153846153847,PXD010824,11,Tat; lipobox,13710,4.29,-0.29,arCOG11346,S
HVO_1599,D4GZ28,conserved hypothetical protein,0.0,2,9,81.63265306122449,PXD010824,3,Cyt,5466,4.12,-0.47,arCOG06374,S
HVO_1603,D4GZ32,(ssuA) ABC-type transport system periplasmic substrate-binding protein (probable substrate nitrate/sulfonate/bicarbonate),0.0,1,3,9.482758620689655,PXD010824,11,Tat; lipobox,37173,4.17,-0.07,arCOG01803,P
HVO_1604,D4GZ33,(aspC1) pyridoxal phosphate-dependent aminotransferase,0.0,6,26,23.056300268096514,PXD010824,12,Cyt,40168,4.31,-0.19,arCOG01130,E
HVO_1605,D4GZ34,(nhaC5) probable NhaC-type sodium/proton antiporter,0.0,2,6,5.0,PXD010824,9,>=2 TM,54902,4.76,0.81,arCOG02009,C
HVO_1607,D4GZ36,conserved hypothetical protein,0.001142204454597373,1,6,12.345679012345679,PXD010824,2,Cyt,8595,3.47,-0.12,arCOG08931,S
HVO_1608,D4GZ37,GTP-binding protein,0.0,6,18,23.017902813299234,PXD010824,10,Cyt,42404,4.44,-0.35,arCOG00357,J
HVO_1609,D4GZ38,DUF4349 domain protein,0.0,1,3,4.827586206896552,PXD010824,9,Sec; lipobox,30979,4.51,-0.15,arCOG04609,S
HVO_1610,D4GZ39,DUF583 domain protein,0.0,1,2,4.240282685512367,PXD010824,9,Cyt,30458,4.41,-0.19,arCOG02471,R
HVO_1611,D4GZ40,conserved hypothetical protein,0.0,3,8,44.776119402985074,PXD010824,6,Cyt,7531,4.46,-0.36,arCOG04616,S
HVO_1613,D4GZ42,dolichyl-phosphate hexosyltransferase,0.0,10,63,60.526315789473685,PXD010824,11,Cyt,25076,4.66,-0.19,arCOG00895,M
HVO_1616,D4GZ45,UPF0361 family protein,0.0,1,3,5.555555555555555,PXD010824,9,Cyt,26225,4.61,-0.65,arCOG02784,O
HVO_1623,D4GZ53,conserved hypothetical protein,0.0,2,8,10.40268456375839,PXD010824,9,Cyt,32835,4.44,-0.23,arCOG04572,S
HVO_1625,D4GZ54,conserved hypothetical protein,0.0,11,52,24.464831804281346,PXD010824,10,Cyt,70051,3.86,-0.69,arCOG00385;arCOG04573,S
HVO_1626,D4GZ55,metal-dependent hydrolase domain protein,0.0,7,44,44.765342960288805,PXD010824,10,Cyt,30581,4.11,-0.37,arCOG00515,R
HVO_1631,D4GZ60,(dph2) 2-(3-amino-3-carboxypropyl)histidine synthase,0.0,5,14,19.767441860465116,PXD010824,11,Cyt,39059,4.55,-0.5,arCOG04112,J
HVO_1633,D4GZ62,DUF964 family protein,0.0005899705014749262,1,2,8.870967741935484,PXD010824,6,Cyt,13738,4.18,-0.6,arCOG04404,T
HVO_1636,D4GZ65,conserved hypothetical protein,0.0,1,5,13.636363636363637,PXD010824,9,>=2 TM,9426,4.6,0.83,arCOG11896,S
HVO_1637,D4GZ66,(mtfK2) FKBP-type peptidylprolyl isomerase,0.0,8,55,47.712418300653596,PXD010824,12,Cyt,33764,3.64,-0.56,arCOG00980,O
HVO_1649,D4GZ77,(mat) S-adenosylmethionine synthase,0.0,14,84,46.26865671641791,PXD010824,11,Cyt,43472,4.27,-0.33,arCOG01678,E
HVO_1650,D4GZ78,(ppk1) polyphosphate kinase,0.0,2,5,3.7259615384615383,PXD010824,8,Cyt,93599,4.51,-0.51,arCOG04535,P
HVO_1654,D4GZL9,(cysK2) cysteine synthase,0.0,1,3,3.9215686274509802,PXD010824,10,Cyt,32300,4.21,-0.26,arCOG01430,E
HVO_1655,D4GZM0,(trxA7) thioredoxin,0.0,2,5,30.952380952380953,PXD010824,6,Cyt,13710,3.82,-0.22,arCOG04633,O
HVO_1656,D4GZM1,YyaL family protein,0.0,11,36,23.897581792318633,PXD010824,11,Cyt,77253,4.34,-0.45,arCOG02007,O
HVO_1657,D4GZM2,(purD) phosphoribosylamine--glycine ligase,0.0,11,63,32.47663551401869,PXD010824,12,Cyt,45476,4.09,-0.14,arCOG04415,F
HVO_1658,D4GZM3,(yvoF) O-acetyltransferase (homolog to galactoside O-acetyltransferase),0.0,3,15,21.11111111111111,PXD010824,10,Cyt,19643,5.06,-0.14,arCOG01850,R
HVO_1659,D4GZM4,(mscS2) mechanosensitive channel protein MscS,0.0,2,11,14.765100671140939,PXD010824,8,>=2 TM,31484,5.41,0.95,arCOG01570,M
HVO_1660,D4GZM5,(dacZ) diadenylate cyclase,0.0,11,48,56.13382899628253,PXD010824,11,Cyt,28935,4.61,-0.01,arCOG04453,T
HVO_1664,D4GZM8,cyclin domain protein,0.0,1,2,12.745098039215685,PXD010824,2,Cyt,11401,4.81,-0.58,arCOG04613,K
HVO_1670,D4GZN4,(nop5) rRNA/tRNA 2'-O-methyltransferase complex protein Nop5,0.0,1,2,6.785714285714286,PXD010824,9,Cyt,29979,4.84,-0.42,arCOG01923,J
HVO_1672,D4GZN6,conserved hypothetical protein,0.0,1,3,8.130081300813009,PXD010824,3,>=2 TM,14028,10.24,-0.14,arCOG11897,S
HVO_1673,D4GZN7,conserved hypothetical protein,0.0,6,29,36.111111111111114,PXD010824,12,Sec; lipobox,23198,4.47,-0.15,arCOG06262,S
HVO_1677,D4GZP1,small CPxCG-related zinc finger protein,0.0,2,4,30.508474576271187,PXD010824,3,Cyt,6906,5.76,-0.8,arCOG04636,S
HVO_1678,D4GZP2,(tif2b1) translation initiation factor aIF-2 beta subunit,0.0,3,9,23.703703703703702,PXD010824,7,Cyt,14913,4.49,-0.5,arCOG01640,J
HVO_1680,D4GZP4,UPF0212 family protein,0.0,2,4,15.068493150684931,PXD010824,5,Cyt,15952,4.13,-0.26,arCOG02119,S
HVO_1683,D4GZP7,(malQ) 4-alpha-glucanotransferase,0.0,9,28,21.975806451612904,PXD010824,11,Cyt,56306,4.22,-0.48,arCOG04681,G
HVO_1684,D4GZP8,(thrS) threonine--tRNA ligase,0.0,20,118,43.54587869362364,PXD010824,12,Cyt,73441,4.3,-0.6,arCOG00401,J
HVO_1685,D4GZP9,conserved hypothetical protein,0.0,10,38,20.61855670103093,PXD010824,10,Cyt,53813,5.45,-0.4,arCOG01648,R
HVO_1690,D4H035,DHH/RecJ family phosphoesterase,0.0,8,25,25.15463917525773,PXD010824,10,Cyt,52098,4.29,-0.18,arCOG01566,F
HVO_1691,D4H036,PRC domain protein,0.0,3,8,51.54639175257732,PXD010824,7,Cyt,10815,4.18,-0.17,arCOG02155,R
HVO_1692,D4H037,probable iron-sulfur protein (4Fe-4S),0.0,13,82,27.285129604365622,PXD010824,12,Cyt,80156,4.36,-0.34,arCOG00335;arCOG00336,C
HVO_1695,D4H040,HTH domain protein,0.0,1,2,6.046511627906977,PXD010824,2,Cyt,23448,4.76,-0.64,arCOG08095,K
HVO_1697,D4H042,FAD-dependent oxidoreductase (GlcD/DLD_GlcF/GlpC domain fusion protein),0.0,12,37,18.61598440545809,PXD010824,12,Cyt,111212,4.39,-0.35,arCOG00292;arCOG00336;arCOG00337,C
HVO_1698,D4H043,CBS/parB domain protein,0.0,1,2,4.150943396226415,PXD010824,10,Cyt,29403,4.77,-0.23,arCOG00622,D
HVO_1699,D4H044,pyridoxal phosphate-dependent aminotransferase (homolog to histidinol-phosphate aminotransferase / aspartate aminotransferase),0.0,1,4,2.1164021164021163,PXD010824,10,Cyt,39818,4.29,-0.19,arCOG04334,E
HVO_1704,D4H049,homolog to arabinopyranose mutase,0.0,5,15,16.883116883116884,PXD010824,8,Cyt,43389,4.04,-0.38,arCOG06245,R
HVO_1705,D4H050,ABC-type transport system periplasmic substrate-binding protein,0.0,8,54,35.56701030927835,PXD010824,12,Tat; lipobox,41859,4.19,-0.3,arCOG00227,P
HVO_1706,D4H051,ABC-type transport system permease protein,0.0,2,7,3.766478342749529,PXD010824,7,>=2 TM,56273,9.04,0.73,arCOG00163,P
HVO_1707,D4H052,ABC-type transport system ATP-binding protein,0.0,3,12,16.709511568123393,PXD010824,9,Cyt,41861,4.27,-0.35,arCOG00177,E
HVO_1710,D4H055,(amyA2) glycoside hydrolase domain protein,0.0,9,38,18.31610044313146,PXD010824,11,Cyt,75021,4.24,-0.44,arCOG02948,G
HVO_1711,D4H056,(sga1) probable glucoamylase,0.0,34,104,29.781601588352085,PXD010824,11,Cyt,166117,4.49,-0.47,arCOG03285,G
HVO_1726,D4H070,HTH domain protein,0.0,1,5,4.980842911877395,PXD010824,8,Cyt,28968,4.61,-0.29,arCOG04362,K
HVO_1727,D4H071,(tbp2) TATA-binding transcription initiation factor,0.0,5,44,20.967741935483872,PXD010824,12,Cyt,19870,4.18,0.04,arCOG01764,K
HVO_1733,D4H072,HTH domain protein,0.0,1,2,6.806282722513089,PXD010824,5,Cyt,21638,4.33,-0.71,arCOG02776,K
HVO_1735,D4H074,SWIM zinc finger domain protein,0.0,16,49,34.84848484848485,PXD010824,10,Cyt,75739,4.33,-0.7,arCOG03429,R
HVO_1741,D4H080,conserved hypothetical protein,0.0,5,19,21.341463414634145,PXD010824,10,Cyt,37559,4.33,-0.67,arCOG06280,S
HVO_1745,D4H084,conserved hypothetical protein,0.0,2,9,15.418502202643172,PXD010824,10,Cyt,24837,4.03,-0.31,arCOG00873,L
HVO_1746,D4H085,DUF2800 family protein,0.0,2,8,7.120743034055727,PXD010824,7,Cyt,36486,4.22,-0.69,arCOG04505,S
HVO_1751,D4H090,(copA) P-type transport ATPase (probable substrate copper/metal cation),0.0,1,2,2.0905923344947737,PXD010824,10,>=2 TM,89899,4.22,0.12,arCOG01576;arCOG02763,P
HVO_1752,D4H091,Lrp/AsnC family transcription regulator,0.0,1,2,9.547738693467336,PXD010824,9,Cyt,21745,4.52,-0.24,arCOG01585,P
HVO_1754,D4GS79,conserved hypothetical protein,0.0,1,4,18.333333333333332,PXD010824,6,Sec; SPI,6291,6.54,0.95,nd,nd
HVO_1758,D4GS83,(trxB5) oxidoreductase (homolog to thioredoxin-disulfide reductase),0.0,5,25,20.972644376899694,PXD010824,9,Cyt,36334,4.3,-0.57,arCOG01301,O
HVO_1759,D4GS84,ABC-type transport system permease protein,0.0,1,2,2.4258760107816713,PXD010824,7,>=2 TM,38840,9.06,0.98,arCOG01007,P
HVO_1760,D4GS85,ABC-type transport system ATP-binding protein,0.0,7,34,33.78839590443686,PXD010824,9,Cyt,32419,4.43,-0.49,arCOG00198,P
HVO_1764,D4GS89,conserved hypothetical protein,0.0,5,18,19.6875,PXD010824,4,Cyt,34308,4.87,-0.22,arCOG06244,S
HVO_1778,D4GSA2,(katG) catalase-peroxidase,0.0,17,115,33.844011142061284,PXD010824,12,Cyt,79955,4.15,-0.66,arCOG04487,P
HVO_1783,D4GSA8,conserved hypothetical protein,0.0,2,4,14.285714285714286,PXD010824,9,Cyt,24121,5.72,-0.42,arCOG06352,S
HVO_1788,D4GSB2,(nirA1) probable sulfite/nitrite reductase (ferredoxin),0.0,1,2,1.6891891891891893,PXD010824,10,Cyt,66564,4.52,-0.68,arCOG02055,P
HVO_1799,D4GSC3,digeranylgeranylglycerophospholipid reductase / dolichol omega-reductase,0.0,18,118,74.14634146341463,PXD010824,12,Cyt,45421,4.57,-0.47,arCOG00570,C
HVO_1803,D4GSC7,AMMECR1 domain protein,0.0,2,5,13.5,PXD010824,10,Cyt,21704,4.93,-0.33,arCOG01336,S
HVO_1804,D4GSC8,(pncB) nicotinate phosphoribosyltransferase,0.0,9,33,32.98969072164948,PXD010824,11,Cyt,41102,4.48,-0.15,arCOG01481,H
HVO_1814,D4GSD8,peptidase M23 family protein,0.0,1,2,4.9504950495049505,PXD010824,5,Cyt,32052,4.58,-0.04,arCOG02979,S
HVO_1820,D4GSS8,UspA domain protein,0.0,3,7,23.770491803278688,PXD010824,7,Cyt,12947,4.13,-0.11,arCOG02053,T
HVO_1821,D4GSS9,(pat2) GNAT family acetyltransferase Pat2,0.0,4,13,26.630434782608695,PXD010824,8,Cyt,20426,4.13,-0.43,arCOG00834,K
HVO_1822,D4GST0,UspA domain protein,0.0,2,6,19.205298013245034,PXD010824,8,Cyt,15793,4.17,0.19,arCOG04802,T
HVO_1823,D4GST1,UspA domain protein,0.0,4,12,28.758169934640524,PXD010824,12,Cyt,16447,4.48,-0.16,arCOG02053,T
HVO_1824,D4GST2,conserved hypothetical protein,0.0,6,17,24.009324009324008,PXD010824,12,Cyt,47352,4.03,-0.58,arCOG00423,J
HVO_1827,D4GST5,(rps6e) 30S ribosomal protein S6e,0.0,5,41,51.8796992481203,PXD010824,12,Cyt,13888,4.21,-0.47,arCOG01946,J
HVO_1829,D4GST7,(pepB2) aminopeptidase (homolog to leucyl aminopeptidase / aminopeptidase T),0.0,6,32,24.45054945054945,PXD010824,12,Cyt,39341,4.2,-0.27,arCOG01889,E
HVO_1830,D4GST8,"(gndA) 6-phosphogluconate dehydrogenase (NAD-dependent, decarboxylating)",0.0,4,16,27.759197324414714,PXD010824,10,Cyt,31963,4.38,-0.22,arCOG00248,G
HVO_1831,D4GST9,(ferA4) ferredoxin (2Fe-2S),0.0,7,60,56.476683937823836,PXD010824,10,Sec; SPI,20384,3.91,-0.24,arCOG02843,C
HVO_1847,D4GSV0,(pepF) oligoendopeptidase PepF,0.0,10,43,20.20033388981636,PXD010824,11,Cyt,68501,4.31,-0.62,arCOG04758,E
HVO_1849,D4GSV2,(ywaD2) probable M28 family peptidase (homolog to aminopeptidase YwaD),0.0,3,6,10.585585585585585,PXD010824,9,Cyt,47101,4.63,-0.19,arCOG02959,O
HVO_1854,D4GSV7,(hisS) histidine--tRNA ligase,0.0,12,56,36.890951276102086,PXD010824,12,Cyt,47133,4.22,-0.3,arCOG00404,J
HVO_1857,D4GSW0,PDCD5 family DNA-binding protein,0.0,6,45,57.5,PXD010824,7,Cyt,13761,6.62,-1.3,arCOG04179,R
HVO_1858,D4GSW1,(rps19e) 30S ribosomal protein S19e,0.0,14,144,85.43046357615894,PXD010824,11,Cyt,16663,4.72,-0.52,arCOG01344,J
HVO_1864,D4GSW7,(moaE) molybdopterin synthase catalytic subunit,0.0,7,25,46.74329501915709,PXD010824,10,Cyt,27918,4.22,-0.16,arCOG00533,H
HVO_1866,D4GSW9,(pyrH) uridylate kinase,0.0,6,28,36.28691983122363,PXD010824,12,Cyt,24592,4.21,0.05,arCOG00858,F
HVO_1867,D4GSX0,(lysS) lysine--tRNA ligase,0.0,7,19,14.414414414414415,PXD010824,12,Cyt,62080,4.32,-0.47,arCOG00485,J
HVO_1868,D4GSX1,conserved hypothetical protein,0.0,3,20,22.905027932960895,PXD010824,10,Cyt,20039,5.2,-0.38,arCOG04693,S
HVO_1869,D4GSX2,conserved hypothetical protein,0.0,2,20,25.31645569620253,PXD010824,6,Cyt,16635,3.33,-0.68,nd,nd
HVO_1870,D4GSX3,M50 family metalloprotease,0.0,5,25,11.260504201680673,PXD010824,12,>=2 TM,61965,4.72,0.41,arCOG00607;arCOG02834;arCOG04064,O;R
HVO_1871,D4GSX4,(hemQ) coproheme decarboxylase HemQ,0.0,18,174,47.10578842315369,PXD010824,12,Cyt,56054,4.43,-0.64,arCOG03031;arCOG05403,H;R
HVO_1874,D4GSX7,probable oxidoreductase (aldo-keto reductase family protein),0.0,6,16,24.649859943977592,PXD010824,12,Cyt,39841,4.28,-0.53,arCOG01617,C
HVO_1875,D4GSX8,O-acetyltransferase (homolog to galactoside O-acetyltransferase),0.0,6,27,31.80327868852459,PXD010824,11,Cyt,34056,4.77,-0.58,arCOG01848,R
HVO_1878,D4GSY0,"(nadE) NAD synthase, ammonia-dependent",0.0,10,101,41.666666666666664,PXD010824,12,Cyt,29573,4.22,-0.03,arCOG00069,H
HVO_1879,D4GSY1,(fadA3) enoyl-CoA hydratase,0.0,2,5,15.584415584415584,PXD010824,6,Cyt,24289,4.95,-0.17,arCOG00239,I
HVO_1880,D4GSY2,conserved hypothetical protein,0.0,1,3,6.222222222222222,PXD010824,9,Cyt,23780,4.39,-0.2,arCOG06323,S
HVO_1888,D4GSY9,(tupA) ABC-type transport system periplasmic substrate-binding protein (probable substrate tungstate),0.0,9,74,34.21052631578947,PXD010824,12,Tat; lipobox,35890,4.17,-0.3,arCOG00229,H
HVO_1893,D4GSZ4,(ham1) XTP/dITP diphosphatase,0.0,2,4,10.952380952380953,PXD010824,10,Cyt,22981,4.4,-0.44,arCOG04184,F
HVO_1894,D4GSZ5,conserved hypothetical protein,0.0,3,28,34.78260869565217,PXD010824,11,Cyt,10262,4.76,-0.32,arCOG04718,S
HVO_1896,D4GTC9,(rps24e) 30S ribosomal protein S24e,0.0,7,56,73.26732673267327,PXD010824,12,Cyt,11626,4.6,-0.73,arCOG04182,J
HVO_1898,D4GTD1,(spt4) transcription elongation factor Spt4,0.0005899705014749262,1,2,15.384615384615385,PXD010824,3,Cyt,7197,4.56,-0.54,arCOG04077,K
HVO_1899,D4GTD2,(rpoE1) DNA-directed RNA polymerase subunit E,0.0,2,7,10.0,PXD010824,10,Cyt,20953,4.6,-0.5,arCOG00675,K
HVO_1901,D4GTD4,(tif2c) translation initiation factor aIF-2 gamma subunit,0.0,11,63,39.17274939172749,PXD010824,12,Cyt,43914,4.23,-0.24,arCOG01563,J
